id_station,dh_utc,temperature,pression,humidite,point_de_rosee,vent_moyen,vent_rafales,vent_direction,pluie_3h,pluie_1h
000A3,2023-01-01 00:00:00,9.1,1028.7,88,7.2,1.6,0.0,98,0.0,0.0
000A3,2023-01-01 00:10:00,8.9,1028.6,88,7.2,0.0,0.0,98,0.0,0.0
000A3,2023-01-01 00:20:00,8.7,1028.6,88,6.7,1.6,0.0,146,0.0,0.0
000A3,2023-01-01 00:30:00,8.9,1028.4,89,7.2,0.0,0.0,132,0.0,0.0
000A3,2023-01-01 00:40:00,9.3,1028.5,88,7.2,1.6,0.0,141,0.0,0.0
000A3,2023-01-01 00:50:00,9.2,1028.5,87,7.2,0.0,0.0,142,0.0,0.0
000A3,2023-01-01 01:00:00,9.0,1028.3,88,7.2,1.6,0.0,101,0.0,0.0
000A3,2023-01-01 01:10:00,9.5,1028.3,86,7.2,3.2,0.0,90,0.0,0.0
000A3,2023-01-01 01:20:00,9.3,1028.4,86,7.2,0.0,0.0,90,0.0,0.0
000A3,2023-01-01 01:30:00,10.2,1028.5,84,7.8,3.2,0.0,63,0.0,0.0
000A3,2023-01-01 01:40:00,10.2,1028.6,84,7.8,0.0,0.0,58,0.0,0.0
000A3,2023-01-01 01:50:00,10.6,1028.6,82,7.8,1.6,0.0,58,0.0,0.0
000A3,2023-01-01 02:00:00,10.3,1028.6,84,7.8,1.6,0.0,54,0.0,0.0
000A3,2023-01-01 02:10:00,10.2,1028.5,83,7.2,1.6,0.0,101,0.0,0.0
000A3,2023-01-01 02:20:00,11.8,1028.4,79,8.3,3.2,0.0,82,0.0,0.0
000A3,2023-01-01 02:30:00,12.7,1028.2,76,8.3,3.2,0.0,51,0.0,0.0
000A3,2023-01-01 02:40:00,12.9,1028.1,74,8.3,3.2,0.0,49,0.0,0.0
000A3,2023-01-01 02:50:00,12.7,1028.1,75,8.3,3.2,0.0,40,0.0,0.0
000A3,2023-01-01 03:00:00,12.7,1028.4,75,8.3,3.2,0.0,360,0.0,0.0
000A3,2023-01-01 03:10:00,12.7,1028.4,76,8.3,1.6,0.0,355,0.0,0.0
000A3,2023-01-01 03:20:00,11.4,1028.4,78,7.8,0.0,0.0,355,0.0,0.0
000A3,2023-01-01 03:30:00,10.6,1028.3,79,7.2,0.0,0.0,9,0.0,0.0
000A3,2023-01-01 03:40:00,10.3,1028.3,81,7.2,0.0,0.0,9,0.0,0.0
000A3,2023-01-01 03:50:00,10.0,1028.3,83,7.2,0.0,0.0,9,0.0,0.0
000A3,2023-01-01 04:00:00,10.1,1028.3,84,7.8,1.6,0.0,13,0.0,0.0
000A3,2023-01-01 04:10:00,9.9,1028.3,83,7.2,1.6,0.0,9,0.0,0.0
000A3,2023-01-01 04:20:00,10.2,1028.3,85,7.8,0.0,0.0,5,0.0,0.0
000A3,2023-01-01 04:30:00,10.3,1028.4,82,7.2,1.6,0.0,5,0.0,0.0
000A3,2023-01-01 04:40:00,9.6,1028.4,82,6.7,1.6,0.0,5,0.0,0.0
000A3,2023-01-01 04:50:00,9.2,1028.4,85,6.7,0.0,0.0,5,0.0,0.0
000A3,2023-01-01 05:00:00,9.2,1028.5,85,6.7,0.0,0.0,5,0.0,0.0
000A3,2023-01-01 05:10:00,8.9,1028.5,85,6.7,0.0,0.0,5,0.0,0.0
000A3,2023-01-01 05:20:00,9.1,1028.4,86,6.7,1.6,0.0,5,0.0,0.0
000A3,2023-01-01 05:30:00,8.8,1028.4,86,6.7,1.6,0.0,360,0.0,0.0
000A3,2023-01-01 05:40:00,9.2,1028.4,88,7.2,3.2,0.0,35,0.0,0.0
000A3,2023-01-01 05:50:00,10.7,1028.4,86,8.3,1.6,0.0,34,0.0,0.0
000A3,2023-01-01 06:00:00,10.1,1028.4,82,7.2,0.0,0.0,34,0.0,0.0
